,Round,Result,FSP.1,FSW.1,SSP.1,SSW.1,ACE.1,DBF.1,WNR.1,UFE.1,BPC.1,BPW.1,NPA.1,NPW.1,FSP.2,FSW.2,SSP.2,SSW.2,ACE.2,DBF.2,WNR.2,UFE.2,BPC.2,BPW.2,NPA.2,NPW.2,slam_code,Sex
87,2,1,59,35,41,17,5.0,5.0,25.0,31.0,8.0,17.0,7.0,7.0,55,25,45,20,2.0,7.0,22.0,55.0,3.0,4.0,12.0,20.0,1,2
83,2,0,59,37,41,16,11.0,4.0,38.0,21.0,5.0,2.0,24.0,18.0,72,54,28,13,4.0,0.0,33.0,12.0,8.0,5.0,19.0,15.0,3,2
70,1,0,60,45,40,17,7.0,5.0,35.0,29.0,0.0,5.0,17.0,22.0,57,42,43,29,7.0,0.0,36.0,30.5,3.0,3.0,18.0,22.0,4,2
74,2,1,62,34,38,20,1.0,7.0,39.0,39.0,9.0,18.0,28.0,47.0,53,33,47,13,1.0,5.0,33.0,40.0,6.0,17.0,27.0,41.0,2,1
74,2,1,71,31,29,7,1.0,3.0,30.0,13.0,8.0,4.0,15.0,14.0,69,15,31,8,0.0,1.0,6.0,10.0,6.0,0.0,8.0,4.0,3,1
71,2,1,56,57,44,31,9.0,4.0,61.0,46.0,6.0,17.0,23.0,29.0,60,56,40,25,1.0,3.0,26.0,37.0,2.0,7.0,24.0,39.0,1,2
13,1,1,83,51,17,6,6.0,0.0,27.0,18.0,5.0,14.0,5.0,6.0,55,36,45,18,8.0,5.0,32.0,29.0,1.0,3.0,12.0,20.0,2,2
118,5,1,59,26,41,10,3.0,4.0,23.0,19.0,5.0,4.0,12.0,9.0,67,25,33,9,3.0,3.0,13.0,23.0,2.0,1.0,19.0,9.0,3,1
88,2,1,66,28,34,8,1.0,1.0,18.0,13.0,5.0,8.0,11.0,14.0,70,20,30,6,0.0,1.0,18.0,26.0,1.0,2.0,13.0,18.0,1,1
3,1,1,77,40,23,12,6.0,0.0,25.0,11.0,14.0,5.0,14.0,11.0,79,35,21,8,1.0,4.0,16.0,27.0,0.0,0.0,22.0,13.0,3,2
6,1,1,66,23,34,8,6.0,2.0,29.0,10.0,5.0,6.0,5.0,9.0,69,11,31,6,1.0,1.0,7.0,13.0,1.0,5.0,2.0,6.0,2,1
105,3,0,59,24,41,12,1.0,2.0,21.0,31.0,3.0,5.0,7.0,12.0,72,39,28,8,3.0,1.0,21.0,29.0,5.0,10.0,7.0,9.0,2,1
22,3,0,55,14,45,6,0.0,1.0,12.0,34.0,7.0,2.0,17.0,11.0,70,25,30,8,2.0,2.0,12.0,15.0,9.0,6.0,8.0,5.0,4,1
45,1,1,63,39,37,19,9.0,6.0,9.0,6.0,5.0,12.0,17.0,22.0,72,47,28,12,10.0,5.0,10.0,5.0,0.0,2.0,18.0,22.0,1,2
70,2,1,65,44,35,19,8.0,1.0,35.0,36.0,4.0,7.0,18.0,22.0,61,41,39,25,1.0,2.0,24.0,35.0,1.0,1.0,21.0,29.0,2,2
125,7,0,78,50,22,10,1.0,3.0,19.0,32.0,2.0,6.0,5.0,8.0,55,46,45,22,19.0,2.0,53.0,49.0,5.0,15.0,11.0,12.0,1,2
4,5,0,58,14,42,5,3.0,3.0,19.0,18.0,4.0,3.0,10.0,5.0,60,20,40,9,1.0,4.0,17.0,15.0,11.0,7.0,13.0,12.0,4,1
20,1,0,41,21,59,17,1.0,7.0,20.0,26.0,4.0,12.0,14.0,28.0,45,31,55,23,5.0,9.0,34.0,28.0,6.0,8.0,21.0,28.0,2,1
120,1,0,52,20,48,9,3.0,4.0,35.0,29.0,0.0,0.0,7.0,15.0,61,31,39,14,2.0,0.0,36.0,30.5,7.0,10.0,15.0,16.0,4,2
21,1,0,86,18,14,3,0.0,1.0,0.0,1.0,2.0,4.0,9.0,9.5,53,18,47,13,3.0,3.0,3.0,3.0,6.0,7.0,9.0,9.0,1,1
40,1,1,73,33,27,4,13.0,1.0,32.0,6.0,7.0,3.0,5.0,4.0,60,20,40,8,6.0,0.0,17.0,11.0,1.0,0.0,9.0,4.0,3,1
115,4,1,69,39,31,16,1.0,0.0,20.0,25.0,5.0,8.0,6.0,8.0,65,27,35,15,0.0,1.0,14.0,39.0,0.0,4.0,8.0,16.0,2,2
42,1,1,75,46,25,9,3.0,4.0,16.0,18.0,3.0,9.0,7.0,12.0,55,29,45,19,1.0,2.0,29.0,37.0,2.0,9.0,5.0,10.0,2,1
50,1,1,65,70,35,20,11.0,5.0,71.0,52.0,6.0,20.0,26.0,37.0,56,49,44,27,2.0,4.0,28.0,39.0,3.0,12.0,11.0,24.0,2,2
66,2,1,72,45,28,11,19.0,4.0,30.0,21.0,5.0,9.0,6.0,11.0,46,23,54,21,7.0,4.0,19.0,41.0,1.0,3.0,6.0,11.0,1,2
12,1,1,64,30,36,16,1.0,4.0,1.0,4.0,5.0,11.0,9.0,9.5,57,21,43,12,1.0,6.0,1.0,6.0,2.0,7.0,9.0,9.0,1,1
5,1,1,74,27,26,11,2.0,0.0,38.0,15.0,6.0,9.0,14.0,21.0,72,28,28,9,2.0,5.0,21.0,17.0,3.0,8.0,5.0,9.0,2,1
1,1,1,57,23,43,17,3.0,1.0,37.0,21.0,4.0,10.0,16.0,20.0,66,28,34,6,1.0,2.0,13.0,21.0,1.0,3.0,4.0,8.0,2,1
111,1,0,52,25,48,12,5.0,6.0,35.0,29.0,0.0,3.0,13.0,20.0,58,39,42,14,11.0,1.0,36.0,30.5,6.0,14.0,13.0,17.0,4,2
5,1,0,65,51,35,22,9.0,3.0,35.0,41.0,2.0,7.0,6.0,12.0,63,60,37,22,24.0,4.0,47.0,45.0,4.0,7.0,14.0,17.0,1,2
7,1,1,68,31,32,12,2.0,1.0,23.0,13.0,5.0,3.0,12.0,11.0,52,21,48,17,1.0,4.0,21.0,25.0,2.0,0.0,9.0,7.0,3,1
37,1,1,74,33,26,6,1.0,4.0,1.0,4.0,5.0,6.0,9.0,9.5,57,22,43,10,2.0,3.0,2.0,3.0,2.0,6.0,9.0,9.0,1,1
118,4,1,73,34,27,11,2.0,1.0,9.0,15.0,4.0,9.0,4.0,7.0,56,18,44,10,3.0,3.0,23.0,44.0,0.0,6.0,6.0,14.0,1,1
97,3,0,68,42,32,22,3.0,2.0,21.0,30.0,1.0,4.0,11.0,16.0,58,47,42,23,6.0,3.0,46.0,40.0,4.0,9.0,16.0,23.0,1,1
109,5,0,68,45,32,17,8.0,2.0,41.0,22.0,2.0,0.0,31.0,25.0,72,55,28,11,12.0,0.0,42.0,11.0,8.0,3.0,21.0,17.0,3,2
6,1,0,63,71,37,38,5.0,5.0,45.0,80.0,5.0,12.0,28.0,41.0,59,67,41,27,5.0,6.0,54.0,57.0,6.0,20.0,14.0,22.0,2,2
84,1,1,60,51,40,20,15.0,9.0,35.0,29.0,6.0,10.0,15.0,20.0,68,44,32,13,4.0,5.0,36.0,30.5,4.0,13.0,11.0,23.0,4,2
39,1,0,77,12,23,1,1.0,3.0,5.0,25.0,0.0,2.0,5.0,8.0,61,21,39,9,3.0,2.0,13.0,14.0,5.0,9.0,1.0,2.0,1,1
31,1,0,75,28,25,6,0.0,3.0,13.0,15.0,6.0,1.0,11.0,7.0,68,28,32,13,4.0,3.0,38.0,17.0,8.0,4.0,18.0,12.0,3,1
93,2,1,72,38,28,10,1.0,2.0,29.0,26.0,7.0,16.0,17.0,23.0,57,26,43,12,1.0,4.0,10.0,34.0,0.0,1.0,3.0,7.0,2,2
26,1,1,55,60,45,31,20.0,3.0,20.0,3.0,5.0,12.0,17.0,22.0,65,57,35,30,8.0,0.0,8.0,0.0,3.0,8.0,18.0,22.0,1,2
70,2,1,71,34,29,16,0.0,2.0,13.0,9.0,6.0,3.0,2.0,1.0,60,20,40,9,6.0,5.0,21.0,18.0,7.0,1.0,7.0,5.0,3,1
65,2,0,65,12,35,7,1.0,2.0,18.0,31.0,3.0,8.0,7.0,9.0,73,26,27,7,0.0,0.0,20.0,14.0,7.0,9.0,3.0,5.0,2,1
9,1,1,61,44,39,24,3.0,2.0,29.0,25.0,5.0,3.0,20.0,17.0,59,49,41,21,3.0,4.0,34.0,30.0,6.0,3.0,25.0,21.0,3,1
69,1,1,61,27,39,13,3.0,3.0,28.0,32.0,7.0,4.0,25.0,20.0,52,16,48,12,1.0,4.0,7.0,18.0,6.0,1.0,8.0,4.0,4,1
93,2,0,57,57,43,33,12.0,10.0,47.0,65.0,6.0,18.0,9.0,15.0,61,71,39,29,6.0,15.0,47.0,78.0,6.0,15.0,31.0,48.0,1,2
72,1,1,52,27,48,22,6.0,2.0,35.0,29.0,7.0,13.0,28.0,40.0,84,36,16,2,1.0,2.0,36.0,30.5,1.0,3.0,7.0,17.0,4,2
101,3,1,56,17,44,13,2.0,1.0,17.0,35.0,6.0,9.0,9.0,10.0,70,23,30,8,1.0,3.0,9.0,34.0,4.0,4.0,4.0,11.0,1,1
39,1,1,62,37,38,23,15.0,1.0,36.0,25.0,5.0,13.0,12.0,15.0,57,35,43,20,2.0,6.0,28.0,39.0,1.0,2.0,20.0,31.0,1,2
67,1,0,64,32,36,17,2.0,5.0,35.0,29.0,1.0,7.0,10.0,19.0,63,44,37,12,9.0,2.0,36.0,30.5,6.0,18.0,33.0,56.0,4,2
99,1,0,51,50,49,27,4.0,3.0,35.0,29.0,6.0,8.0,15.0,27.0,60,47,40,20,7.0,2.0,36.0,30.5,8.0,26.0,15.0,19.0,4,2
91,3,0,56,28,44,19,2.0,5.0,24.0,22.0,8.0,5.0,20.0,13.0,56,30,44,16,0.0,2.0,23.0,19.0,5.0,4.0,30.0,22.0,3,1
117,4,1,57,21,43,15,1.0,1.0,18.0,5.0,5.0,9.0,9.0,12.0,50,19,50,15,1.0,9.0,29.0,33.0,2.0,5.0,8.0,17.0,2,1
100,4,1,64,42,36,18,9.0,4.0,42.0,13.0,14.0,4.0,21.0,13.0,67,43,33,15,9.0,3.0,26.0,12.0,2.0,1.0,51.0,31.0,3,2
47,1,0,57,27,43,10,4.0,8.0,18.0,30.0,2.0,6.0,7.0,9.0,53,31,47,13,5.0,9.0,29.0,28.0,4.0,8.0,3.0,7.0,1,1
32,1,0,58,30,42,8,7.0,4.0,29.0,23.0,6.0,1.0,16.0,9.0,73,45,27,12,10.0,1.0,34.0,10.0,8.0,6.0,11.0,9.0,3,2
25,1,1,53,32,47,23,4.0,2.0,26.0,29.0,7.0,18.0,11.0,11.0,57,31,43,18,5.0,7.0,38.0,45.0,6.0,10.0,11.0,21.0,2,1
48,1,0,51,46,49,27,5.0,9.0,35.0,29.0,6.0,10.0,17.0,22.0,52,43,48,27,13.0,9.0,36.0,30.5,8.0,16.0,18.0,22.0,4,2
32,1,1,60,23,40,11,6.0,6.0,20.0,19.0,5.0,8.0,2.0,4.0,52,12,48,5,1.0,3.0,10.0,26.0,1.0,8.0,0.0,2.0,1,1
124,6,1,65,41,35,22,3.0,1.0,28.0,25.0,4.0,14.0,3.0,10.0,66,45,34,18,8.0,1.0,34.0,50.0,1.0,2.0,23.0,42.0,1,2
93,1,1,43,24,57,24,10.0,6.0,35.0,29.0,6.0,12.0,6.0,8.0,64,27,36,11,7.0,4.0,36.0,30.5,0.0,0.0,4.0,14.0,4,2
65,2,0,59,24,41,15,3.0,1.0,19.0,17.0,5.0,1.0,11.0,8.0,58,27,42,14,7.0,1.0,24.0,9.0,9.0,3.0,10.0,8.0,3,1
52,1,0,64,27,36,12,6.0,3.0,22.0,39.0,3.0,9.0,3.0,4.0,51,28,49,20,5.0,4.0,26.0,31.0,5.0,12.0,1.0,3.0,1,1
111,4,0,59,32,41,13,3.0,7.0,20.0,44.0,0.0,0.0,11.0,16.0,72,38,28,12,7.0,2.0,33.0,21.0,6.0,22.0,12.0,16.0,1,2
47,1,1,73,24,27,5,5.0,1.0,17.0,8.0,8.0,6.0,14.0,10.0,64,7,36,6,0.0,0.0,13.0,18.0,5.0,1.0,17.0,11.0,3,1
89,2,1,79,32,21,8,1.0,3.0,17.0,21.0,7.0,5.0,25.0,20.0,79,30,21,7,0.0,3.0,15.0,10.0,6.0,3.0,11.0,9.0,3,1
54,1,0,55,44,45,22,8.0,6.0,36.0,59.0,1.0,6.0,5.0,7.0,66,60,34,23,9.0,4.0,24.0,34.0,2.0,6.0,10.0,12.0,1,2
93,3,1,66,31,34,13,1.0,2.0,25.0,17.0,15.0,6.0,14.0,9.0,56,25,44,15,2.0,2.0,24.0,32.0,9.0,3.0,13.0,10.0,3,1
99,3,0,58,44,42,17,8.0,8.0,30.0,51.0,1.0,3.0,17.0,27.0,72,44,28,17,2.0,1.0,22.0,24.0,5.0,11.0,10.0,12.0,1,2
22,1,1,60,24,40,13,1.0,0.0,16.0,14.0,10.0,4.0,15.0,6.0,54,26,46,8,7.0,1.0,17.0,24.0,5.0,2.0,25.0,13.0,3,1
72,2,0,55,44,45,25,5.0,1.0,32.0,73.0,5.0,10.0,18.0,31.0,68,56,32,18,0.0,4.0,32.0,48.0,9.0,17.0,21.0,22.0,1,2
57,1,0,67,72,33,29,5.0,1.0,35.0,29.0,3.0,13.0,17.0,22.0,57,60,43,37,8.0,8.0,36.0,30.5,3.0,14.0,18.0,22.0,4,2
59,1,0,60,49,40,27,5.0,6.0,40.0,26.0,0.0,0.0,56.0,36.0,71,55,29,17,21.0,2.0,42.0,12.0,10.0,3.0,44.0,31.0,3,2
33,1,1,67,75,33,27,13.0,4.0,57.0,31.0,4.0,12.0,29.0,41.0,67,66,33,21,19.0,2.0,45.0,33.0,1.0,10.0,6.0,16.0,2,2
10,1,0,60,41,40,20,9.0,4.0,27.0,22.0,2.0,4.0,5.0,7.0,69,49,31,13,7.0,7.0,46.0,25.0,3.0,7.0,11.0,17.0,2,1
82,2,1,69,49,31,18,15.0,2.0,33.0,10.0,6.0,3.0,27.0,18.0,60,42,40,21,6.0,4.0,28.0,20.0,1.0,1.0,22.0,16.0,3,2
31,1,1,71,31,29,7,2.0,3.0,26.0,37.0,6.0,10.0,13.0,16.0,57,18,43,7,2.0,0.0,12.0,21.0,4.0,12.0,1.0,1.0,2,1
78,1,1,66,45,34,14,16.0,0.0,35.0,29.0,5.0,10.0,17.0,22.0,51,25,49,18,2.0,4.0,36.0,30.5,1.0,6.0,18.0,22.0,4,2
41,2,1,54,39,46,19,5.0,3.0,41.0,39.0,13.0,6.0,34.0,22.0,71,44,29,14,0.0,1.0,22.0,30.0,7.0,3.0,20.0,15.0,4,1
23,1,1,62,54,38,25,4.0,12.0,40.0,45.0,7.0,14.0,12.0,19.0,62,42,38,16,1.0,9.0,57.0,42.0,7.0,16.0,9.0,13.0,2,1
86,2,1,59,39,41,22,12.0,0.0,41.0,12.0,18.0,4.0,20.0,14.0,68,53,32,15,8.0,5.0,25.0,19.0,0.0,0.0,21.0,15.0,3,2
11,1,0,57,14,43,5,2.0,5.0,12.0,32.0,0.0,0.0,6.0,10.0,57,18,43,11,7.0,2.0,14.0,4.0,5.0,6.0,2.0,4.0,1,1
55,1,0,60,21,40,10,2.0,0.0,8.0,4.0,2.0,1.0,7.0,5.0,53,24,47,16,8.0,3.0,31.0,17.0,6.0,3.0,10.0,8.0,3,1
82,2,1,54,24,46,15,5.0,8.0,27.0,23.0,11.0,4.0,21.0,18.0,63,28,37,6,5.0,8.0,24.0,27.0,2.0,2.0,20.0,10.0,3,1
19,3,0,55,21,45,10,4.0,3.0,24.0,35.0,8.0,1.0,24.0,16.0,51,26,49,17,0.0,1.0,16.0,13.0,8.0,5.0,14.0,9.0,4,1
71,2,0,65,37,35,19,1.0,4.0,21.0,30.0,5.0,4.0,9.0,5.0,67,39,33,14,10.0,2.0,25.0,24.0,8.0,5.0,5.0,3.0,3,1
36,1,0,57,25,43,13,5.0,1.0,20.0,32.0,3.0,14.0,6.0,7.0,59,35,41,17,6.0,5.0,28.0,45.0,4.0,6.0,5.0,8.0,1,1
52,1,0,71,48,29,11,4.0,4.0,35.0,31.0,2.0,10.0,17.0,25.0,56,46,44,26,6.0,2.0,29.0,20.0,4.0,8.0,12.0,18.0,2,2
124,7,1,70,43,30,11,5.0,2.0,35.0,25.0,8.0,16.0,13.0,17.0,62,31,38,8,1.0,5.0,22.0,35.0,3.0,12.0,10.0,14.0,2,2
55,1,0,53,32,47,11,3.0,4.0,19.0,33.0,5.0,0.0,15.0,12.0,58,28,42,13,1.0,5.0,10.0,13.0,6.0,3.0,7.0,7.0,4,1
72,2,1,64,56,36,23,17.0,0.0,42.0,36.0,3.0,12.0,17.0,22.0,66,58,34,24,10.0,3.0,31.0,41.0,1.0,3.0,11.0,18.0,2,2
121,5,1,64,23,36,10,1.0,1.0,23.0,17.0,5.0,8.0,7.0,10.0,39,12,61,13,3.0,5.0,14.0,27.0,1.0,4.0,2.0,2.0,1,1
84,2,1,57,47,43,23,11.0,5.0,54.0,21.0,18.0,9.0,28.0,22.0,56,45,44,20,2.0,3.0,34.0,31.0,6.0,4.0,44.0,29.0,3,2
60,1,1,71,29,29,8,2.0,3.0,17.0,22.0,8.0,5.0,8.0,4.0,66,19,34,6,1.0,6.0,20.0,40.0,5.0,2.0,9.0,8.0,3,1
114,4,1,52,33,48,21,4.0,3.0,38.0,17.0,5.0,17.0,15.0,18.0,72,40,28,9,16.0,1.0,31.0,30.0,0.0,0.0,6.0,19.0,1,2
105,3,0,61,16,39,7,0.0,3.0,9.0,32.0,2.0,4.0,7.0,9.0,52,18,48,13,1.0,3.0,18.0,20.0,6.0,6.0,3.0,6.0,1,1
0,7,1,57,44,43,20,9.0,5.0,36.0,35.0,12.0,7.0,13.0,4.0,57,31,43,23,2.0,7.0,17.0,27.0,8.0,4.0,15.0,10.0,4,1
7,1,0,61,47,39,21,3.0,1.0,28.0,16.0,4.0,0.0,33.0,24.0,71,55,29,16,15.0,2.0,40.0,26.0,10.0,2.0,38.0,27.0,3,2
93,2,0,50,33,50,22,5.0,5.0,37.0,40.0,6.0,10.0,11.0,20.0,54,29,46,20,5.0,2.0,29.0,19.0,6.0,14.0,9.0,15.0,2,1
80,2,0,68,41,32,19,3.0,0.0,19.0,41.0,1.0,1.0,13.0,22.0,65,41,35,18,2.0,1.0,22.0,28.0,5.0,14.0,15.0,21.0,2,2
20,1,0,71,39,29,10,4.0,3.0,17.0,12.0,4.0,0.0,11.0,9.0,68,40,32,17,11.0,4.0,39.0,17.0,21.0,5.0,17.0,11.0,3,2
108,3,0,81,54,19,6,1.0,4.0,46.0,45.0,3.0,8.0,14.0,20.0,65,47,35,19,2.0,3.0,24.0,24.0,5.0,10.0,3.0,4.0,2,1
34,1,0,65,20,35,8,2.0,4.0,24.0,30.0,6.0,2.0,19.0,12.0,72,29,28,14,2.0,0.0,14.0,11.0,11.0,6.0,2.0,1.0,3,1
89,1,0,62,42,38,20,5.0,8.0,35.0,29.0,3.0,13.0,31.0,54.0,57,48,43,21,10.0,6.0,36.0,30.5,7.0,21.0,18.0,26.0,4,2
44,1,0,52,34,48,28,6.0,1.0,6.0,1.0,2.0,7.0,17.0,22.0,65,50,35,18,12.0,2.0,12.0,2.0,4.0,7.0,18.0,22.0,1,2
75,1,1,51,29,49,15,8.0,1.0,49.0,41.0,25.0,7.0,30.0,19.0,61,32,39,11,1.0,2.0,21.0,29.0,13.0,4.0,14.0,7.0,4,1
119,6,1,61,21,39,10,5.0,3.0,23.0,10.0,7.0,5.0,11.0,11.0,49,8,51,7,0.0,1.0,10.0,6.0,2.0,1.0,21.0,8.0,3,1
0,1,0,60,21,40,8,2.0,4.0,19.0,18.0,7.0,2.0,3.0,3.0,72,31,28,4,3.0,9.0,25.0,14.0,16.0,6.0,8.0,4.0,3,1
31,1,1,66,39,34,19,9.0,0.0,35.0,17.0,4.0,14.0,13.0,23.0,61,37,39,17,8.0,2.0,22.0,37.0,0.0,2.0,11.0,16.0,1,2
33,2,0,48,10,52,4,0.0,8.0,10.0,35.0,5.0,3.0,10.0,5.0,65,25,35,8,3.0,5.0,16.0,19.0,10.0,7.0,8.0,7.0,4,1
15,1,1,68,54,32,15,18.0,2.0,47.0,13.0,6.0,3.0,48.0,32.0,71,46,29,19,2.0,3.0,40.0,10.0,1.0,0.0,36.0,26.0,3,2
107,3,0,65,24,35,9,2.0,5.0,11.0,23.0,4.0,6.0,7.0,12.0,50,23,50,16,2.0,8.0,35.0,35.0,6.0,14.0,12.0,13.0,1,1
73,2,0,67,62,33,21,3.0,2.0,44.0,36.0,0.0,5.0,9.0,13.0,68,69,32,26,14.0,3.0,58.0,37.0,5.0,11.0,14.0,19.0,2,2
53,1,1,56,32,44,23,4.0,2.0,26.0,26.0,7.0,13.0,6.0,9.0,63,30,37,11,0.0,10.0,13.0,38.0,2.0,7.0,9.0,14.0,2,2
86,2,1,59,39,41,17,1.0,9.0,5.0,29.0,6.0,13.0,2.0,6.0,56,31,44,20,0.0,12.0,28.0,73.0,5.0,12.0,19.0,33.0,1,1
74,2,1,64,71,36,25,21.0,5.0,74.0,22.0,6.0,5.0,87.0,48.0,55,52,45,29,12.0,4.0,42.0,13.0,10.0,1.0,34.0,15.0,3,2
32,1,0,50,11,50,11,1.0,2.0,7.0,8.0,3.0,0.0,11.0,7.0,62,24,38,11,2.0,4.0,29.0,12.0,7.0,5.0,18.0,16.0,3,1
44,2,0,52,39,48,26,4.0,6.0,29.0,44.0,14.0,4.0,27.0,17.0,74,49,26,15,1.0,3.0,18.0,31.0,13.0,4.0,16.0,11.0,4,1
49,1,1,73,47,27,11,3.0,4.0,29.0,29.0,11.0,5.0,16.0,13.0,58,21,42,17,1.0,5.0,15.0,23.0,16.0,2.0,6.0,5.0,4,1
53,1,0,75,41,25,8,1.0,4.0,17.0,21.0,4.0,1.0,9.0,4.0,59,45,41,15,12.0,7.0,40.0,34.0,9.0,4.0,16.0,14.0,3,1
94,2,0,63,12,37,9,1.0,2.0,7.0,19.0,1.0,8.0,3.0,3.0,54,27,46,14,1.0,1.0,20.0,22.0,4.0,5.0,3.0,5.0,2,1
25,1,1,74,39,26,10,3.0,7.0,35.0,29.0,8.0,13.0,9.0,15.0,47,10,53,10,4.0,5.0,36.0,30.5,0.0,9.0,8.0,20.0,4,2
69,2,0,79,42,21,8,1.0,0.0,17.0,11.0,0.0,0.0,14.0,20.0,64,50,36,17,11.0,4.0,59.0,41.0,4.0,8.0,21.0,28.0,2,2
90,2,0,66,32,34,11,4.0,3.0,22.0,32.0,3.0,6.0,8.0,17.0,79,36,21,7,1.0,1.0,30.0,30.0,5.0,8.0,9.0,13.0,2,1
123,5,1,59,33,41,16,1.0,1.0,23.0,15.0,6.0,16.0,19.0,24.0,60,26,40,19,0.0,5.0,33.0,47.0,2.0,5.0,20.0,34.0,1,1
107,1,0,58,55,42,17,13.0,2.0,35.0,29.0,1.0,7.0,6.0,14.0,52,49,48,37,11.0,2.0,36.0,30.5,4.0,7.0,24.0,31.0,4,2
25,1,0,57,31,43,17,1.0,2.0,24.0,41.0,2.0,7.0,11.0,22.0,63,45,37,22,6.0,1.0,33.0,34.0,8.0,19.0,16.0,21.0,2,2
50,1,0,67,35,33,7,2.0,3.0,26.0,32.0,5.0,11.0,8.0,17.0,61,30,39,19,2.0,2.0,40.0,24.0,8.0,16.0,16.0,28.0,2,1
48,1,1,59,36,41,15,9.0,1.0,38.0,31.0,7.0,11.0,22.0,35.0,52,29,48,16,0.0,6.0,27.0,33.0,3.0,8.0,11.0,17.0,1,1
19,1,1,63,24,37,11,2.0,1.0,19.0,9.0,5.0,4.0,5.0,2.0,66,21,34,2,1.0,2.0,13.0,7.0,1.0,0.0,3.0,2.0,3,1
3,1,0,59,16,41,8,2.0,6.0,21.0,38.0,6.0,15.0,2.0,4.0,63,27,37,9,0.0,3.0,24.0,29.0,8.0,13.0,5.0,8.0,2,1
109,3,0,69,31,31,10,1.0,5.0,21.0,21.0,3.0,3.0,4.0,5.0,67,29,33,11,7.0,5.0,24.0,24.0,4.0,7.0,8.0,10.0,2,1
95,2,0,55,13,45,9,1.0,2.0,17.0,30.0,2.0,8.0,17.0,27.0,85,34,15,6,0.0,1.0,15.0,18.0,5.0,11.0,10.0,19.0,1,1
41,1,1,73,42,27,11,16.0,3.0,35.0,29.0,6.0,7.0,12.0,17.0,56,18,44,10,1.0,5.0,36.0,30.5,0.0,2.0,5.0,10.0,4,2
1,1,1,65,33,35,10,7.0,4.0,7.0,4.0,5.0,10.0,9.0,9.5,62,33,38,10,0.0,3.0,0.0,3.0,4.0,7.0,9.0,9.0,1,1
63,1,1,63,41,37,26,5.0,3.0,40.0,20.0,11.0,3.0,26.0,20.0,60,46,40,20,3.0,4.0,25.0,12.0,3.0,0.0,29.0,19.0,3,2
21,1,0,38,28,62,27,5.0,14.0,35.0,29.0,4.0,8.0,17.0,22.0,59,38,41,19,6.0,3.0,36.0,30.5,7.0,11.0,18.0,22.0,4,2
102,1,0,74,72,26,14,26.0,5.0,35.0,29.0,2.0,7.0,18.0,31.0,73,73,27,20,6.0,1.0,36.0,30.5,3.0,4.0,15.0,18.0,4,2
18,3,0,52,18,48,10,4.0,7.0,20.0,27.0,0.0,0.0,13.0,8.0,70,22,30,6,1.0,2.0,12.0,7.0,9.0,5.0,3.0,3.0,4,1
72,2,0,66,22,34,7,1.0,3.0,16.0,23.0,3.0,9.0,2.0,3.0,63,24,37,7,1.0,6.0,26.0,26.0,6.0,11.0,14.0,18.0,2,1
51,1,0,68,43,32,14,3.0,7.0,3.0,7.0,2.0,4.0,9.0,9.5,62,32,38,15,3.0,5.0,3.0,5.0,3.0,12.0,9.0,9.0,1,1
58,1,0,52,73,48,36,19.0,10.0,67.0,38.0,8.0,1.0,35.0,23.0,61,73,39,30,26.0,4.0,68.0,25.0,10.0,3.0,35.0,29.0,3,2
101,3,0,62,14,38,8,1.0,5.0,9.0,19.0,1.0,3.0,5.0,15.0,53,17,47,15,0.0,3.0,32.0,14.0,5.0,9.0,7.0,10.0,2,1
86,2,1,60,24,40,15,1.0,1.0,33.0,32.0,5.0,12.0,16.0,24.0,67,20,33,9,0.0,1.0,6.0,15.0,2.0,10.0,5.0,6.0,2,1
1,1,1,61,31,39,13,13.0,1.0,13.0,1.0,7.0,14.0,17.0,22.0,60,23,40,9,1.0,4.0,1.0,4.0,0.0,0.0,18.0,22.0,1,2
25,1,1,69,28,31,7,6.0,1.0,30.0,14.0,9.0,4.0,11.0,11.0,53,23,47,11,4.0,2.0,18.0,16.0,0.0,0.0,9.0,4.0,3,1
116,4,0,67,32,33,14,2.0,1.0,42.0,47.0,6.0,18.0,12.0,31.0,91,57,9,4,2.0,1.0,33.0,27.0,7.0,10.0,14.0,24.0,2,1
9,1,1,58,27,42,13,3.0,1.0,31.0,21.0,6.0,15.0,14.0,17.0,72,22,28,5,0.0,0.0,18.0,16.0,2.0,9.0,4.0,7.0,2,1
78,2,1,64,27,36,14,1.0,3.0,17.0,26.0,6.0,9.0,3.0,8.0,74,26,26,7,0.0,3.0,18.0,38.0,5.0,8.0,9.0,11.0,2,1
68,2,0,78,84,22,15,1.0,3.0,49.0,60.0,7.0,10.0,14.0,23.0,56,61,44,35,14.0,2.0,57.0,56.0,10.0,23.0,20.0,37.0,2,2
110,4,0,61,30,39,20,1.0,0.0,23.0,22.0,8.0,3.0,14.0,8.0,63,46,37,13,6.0,6.0,25.0,31.0,12.0,5.0,15.0,7.0,3,1
117,1,1,63,58,37,23,5.0,5.0,35.0,29.0,6.0,15.0,32.0,38.0,69,55,31,20,4.0,2.0,36.0,30.5,2.0,4.0,19.0,37.0,4,2
119,4,0,72,24,28,9,0.0,0.0,20.0,32.0,0.0,2.0,6.0,8.0,69,32,31,10,3.0,7.0,20.0,20.0,3.0,14.0,13.0,17.0,1,1
